,1st Flr SF,2nd Flr SF,3Ssn Porch,Alley,Bedroom AbvGr,Bldg Type,Bsmt Cond,Bsmt Exposure,Bsmt Full Bath,Bsmt Half Bath,Bsmt Qual,Bsmt Unf SF,BsmtFin SF 1,BsmtFin SF 2,BsmtFin Type 1,BsmtFin Type 2,Central Air,Condition 1,Condition 2,Electrical,Enclosed Porch,Exter Cond,Exter Qual,Exterior 1st,Exterior 2nd,Fence,Fireplace Qu,Fireplaces,Foundation,Full Bath,Garage Area,Garage Cars,Garage Cond,Garage Finish,Garage Qual,Garage Type,Garage Yr Blt,Gr Liv Area,Half Bath,Heating,Heating QC,Id,Kitchen AbvGr,Kitchen Qual,Land Contour,Land Slope,Lot Area,Lot Config,Lot Frontage,Lot Shape,Low Qual Fin SF,MS SubClass,MS Zoning,Mas Vnr Area,Mas Vnr Type,Misc Feature,Misc Val,Mo Sold,Open Porch SF,Overall Cond,Overall Qual,PID,Paved Drive,Pool Area,Pool QC,Roof Matl,Roof Style,SalePrice,Screen Porch,Street,TotRms AbvGrd,Total Bsmt SF,Utilities,Wood Deck SF,Year Built,Year Remod/Add,Yr Sold,Bsmt Cond Num,Bsmt Qual Num,Garage Cond Num,Garage Qual Num,Exter Cond Num,Exter Qual Num,Heating QC Num,Kitchen Qual Num,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Sale Type_CWD,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_WD ,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sal,Functional_Sev,Functional_Typ
1735,1657,0,0,NA,3,1Fam,TA,No,0.0,1.0,Gd,420.0,1237.0,0.0,LwQ,Unf,Y,PosN,Norm,SBrkr,0,TA,TA,Plywood,Plywood,NA,TA,1,CBlock,2,484.0,2.0,TA,Unf,TA,Attchd,1970.0,1657,0,GasA,Gd,1928,1,TA,Lvl,Gtl,12155,Inside,68.87899941826643,IR3,0,20,RL,0.0,None,NA,0,3,0,3,6,535181030,Y,0,NA,CompShg,Gable,163500,147,Pave,7,1657.0,AllPub,0,1970,1970,2007,3,4,3,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1736,788,0,0,NA,2,1Fam,TA,No,0.0,0.0,TA,522.0,266.0,0.0,Rec,Unf,Y,Feedr,Norm,FuseA,0,TA,TA,WdShing,Wd Shng,GdWo,TA,2,CBlock,1,0.0,0.0,NA,NA,NA,NA,1978.6775193798449,788,0,GasA,TA,2671,1,TA,Lvl,Gtl,7446,Corner,68.87899941826643,Reg,0,30,RL,0.0,None,NA,0,4,0,5,4,903200050,Y,0,NA,CompShg,Gable,100000,0,Pave,4,788.0,AllPub,0,1941,1950,2006,3,3,0,0,3,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1737,1520,1306,0,NA,3,1Fam,TA,Gd,1.0,0.0,Ex,216.0,1118.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,186,TA,Gd,HdBoard,ImStucc,NA,TA,3,PConc,2,888.0,3.0,TA,RFn,TA,Attchd,1992.0,2826,1,GasA,Ex,2501,1,Gd,HLS,Mod,11025,Inside,105.0,Reg,0,60,RL,692.0,BrkFace,NA,0,10,208,5,8,533125120,Y,0,NA,CompShg,Gable,334000,0,Pave,9,1334.0,AllPub,177,1992,1993,2006,3,5,3,3,3,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1738,864,0,0,NA,2,1Fam,TA,No,1.0,0.0,TA,89.0,775.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,NA,NA,0,CBlock,1,280.0,1.0,TA,Unf,TA,Detchd,1969.0,864,0,GasA,Ex,225,1,TA,Lvl,Gtl,7832,Inside,65.0,Reg,0,20,RL,0.0,None,NA,0,5,0,5,5,905106170,Y,0,NA,CompShg,Hip,137250,0,Pave,4,864.0,AllPub,226,1968,1968,2010,3,3,3,3,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1739,1392,1070,168,NA,4,1Fam,TA,Mn,1.0,0.0,Gd,1335.0,57.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,576.0,2.0,TA,RFn,TA,Attchd,2006.0,2462,1,GasA,Ex,2317,1,Gd,HLS,Gtl,19378,Corner,134.0,IR1,0,60,RL,456.0,BrkFace,NA,0,3,132,5,7,527108010,Y,0,NA,CompShg,Gable,320000,0,Pave,9,1392.0,AllPub,239,2005,2006,2006,3,4,3,3,3,4,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1740,1287,0,0,NA,3,1Fam,TA,No,1.0,0.0,TA,733.0,72.0,258.0,ALQ,Rec,Y,Norm,Norm,SBrkr,0,Gd,TA,Wd Sdng,Wd Sdng,NA,Gd,1,CBlock,1,576.0,2.0,TA,Fin,TA,Detchd,1997.0,1287,0,GasA,Ex,160,1,Gd,Lvl,Gtl,9830,Corner,68.87899941826643,IR1,0,20,RL,0.0,None,NA,0,3,17,7,5,535401080,Y,0,NA,CompShg,Gable,162000,182,Pave,7,1063.0,AllPub,364,1959,2006,2010,3,3,3,3,4,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1741,1478,0,0,NA,2,1Fam,TA,Av,1.0,0.0,Ex,892.0,578.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0,TA,Ex,MetalSd,MetalSd,NA,Gd,1,PConc,2,484.0,2.0,TA,Fin,TA,Attchd,2009.0,1478,1,GasA,Ex,100,1,Gd,Lvl,Gtl,4403,Inside,68.87899941826643,IR2,0,20,FV,432.0,Stone,NA,0,6,144,5,7,533213030,Y,0,NA,CompShg,Gable,222000,0,Pave,7,1470.0,AllPub,0,2009,2009,2010,3,5,3,3,3,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1742,698,644,0,NA,3,1Fam,TA,No,1.0,0.0,Gd,204.0,494.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NA,TA,1,PConc,2,393.0,2.0,TA,Fin,TA,Attchd,2003.0,1342,1,GasA,Ex,482,1,Gd,Lvl,Gtl,8174,Inside,68.87899941826643,IR1,0,60,RL,0.0,None,NA,0,5,56,5,7,528250040,Y,0,NA,CompShg,Gable,178000,0,Pave,7,698.0,AllPub,100,2003,2003,2009,3,4,3,3,3,4,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1743,804,0,0,NA,2,1Fam,TA,No,1.0,0.0,TA,278.0,510.0,0.0,BLQ,Unf,Y,Norm,Norm,SBrkr,154,Gd,TA,MetalSd,MetalSd,MnPrv,Gd,2,CBlock,1,240.0,1.0,TA,Unf,TA,Attchd,1940.0,804,0,GasA,TA,177,1,Gd,Lvl,Gtl,7200,Corner,60.0,Reg,0,30,RM,294.0,Stone,NA,0,2,0,7,5,902128170,Y,0,NA,CompShg,Gable,119000,0,Pave,4,788.0,AllPub,0,1940,1992,2010,3,3,3,3,4,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1744,876,936,0,NA,4,1Fam,TA,No,0.0,0.0,TA,324.0,540.0,0.0,ALQ,Unf,Y,PosN,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,NA,TA,1,CBlock,2,264.0,1.0,TA,RFn,TA,Attchd,1962.0,1812,0,GasA,TA,1971,1,TA,Lvl,Gtl,7590,Inside,69.0,Reg,0,60,RL,288.0,BrkFace,NA,0,7,168,5,5,535477130,Y,0,NA,CompShg,Gable,169500,0,Pave,8,864.0,AllPub,0,1962,1962,2007,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1745,980,1276,0,NA,4,1Fam,TA,No,0.0,0.0,Gd,652.0,300.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NA,TA,1,PConc,2,554.0,2.0,TA,Fin,TA,BuiltIn,2000.0,2256,1,GasA,Ex,484,1,Gd,Lvl,Gtl,8795,Inside,68.87899941826643,IR1,0,60,RL,0.0,None,NA,0,4,54,5,7,528275070,Y,0,NA,CompShg,Gable,236000,0,Pave,8,952.0,AllPub,224,2000,2000,2009,3,4,3,3,3,4,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1746,1648,0,153,NA,2,TwnhsE,TA,Gd,1.0,1.0,Ex,120.0,1476.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0,TA,Ex,CemntBd,CmentBd,NA,Gd,1,PConc,2,525.0,2.0,TA,Fin,TA,Attchd,2007.0,1648,0,GasA,Ex,1561,1,Ex,HLS,Mod,3843,Inside,44.0,IR1,0,120,RM,186.0,Stone,NA,0,8,53,5,8,911370490,Y,0,NA,CompShg,Hip,294464,0,Pave,5,1596.0,AllPub,162,2007,2008,2008,3,5,3,3,3,5,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1747,1092,1020,0,NA,4,1Fam,TA,Mn,0.0,0.0,Fa,176.0,500.0,276.0,ALQ,LwQ,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,NA,Gd,2,CBlock,2,576.0,2.0,TA,Unf,TA,Attchd,1969.0,2112,1,GasA,TA,992,1,TA,Lvl,Gtl,11075,Inside,85.0,Reg,0,60,RL,0.0,None,NA,0,6,0,5,6,526354070,Y,0,NA,CompShg,Gable,206900,0,Pave,9,952.0,AllPub,280,1969,1969,2008,3,2,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1748,956,1128,0,NA,4,1Fam,TA,No,1.0,0.0,Gd,300.0,656.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,618.0,2.0,TA,RFn,TA,BuiltIn,2004.0,2084,1,GasA,Ex,73,1,Gd,Lvl,Gtl,10142,Inside,76.0,IR1,0,60,RL,0.0,None,NA,0,1,45,5,7,531367050,Y,0,NA,CompShg,Gable,233000,0,Pave,8,956.0,AllPub,0,2004,2004,2010,3,4,3,3,3,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1749,1032,0,0,Grvl,2,1Fam,Fa,No,0.0,0.0,TA,817.0,143.0,72.0,BLQ,Rec,N,Norm,Norm,FuseA,112,TA,TA,MetalSd,MetalSd,MnPrv,NA,0,BrkTil,1,280.0,1.0,TA,Unf,TA,Detchd,1995.0,1032,0,GasA,Gd,2646,1,TA,Lvl,Gtl,7741,Inside,56.0,Reg,0,30,RM,0.0,None,NA,0,6,0,5,6,902110130,Y,0,NA,CompShg,Gable,108000,0,Pave,5,1032.0,AllPub,0,1924,1950,2006,2,3,3,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1750,680,790,0,NA,3,1Fam,TA,No,0.0,0.0,Gd,204.0,476.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,NA,TA,1,PConc,2,420.0,2.0,TA,Fin,TA,BuiltIn,1995.0,1470,1,GasA,Gd,994,1,TA,Lvl,Gtl,8139,Inside,65.0,Reg,0,60,RL,119.0,BrkFace,NA,0,10,49,5,6,527106050,Y,0,NA,CompShg,Gable,165000,0,Pave,7,680.0,AllPub,192,1995,1996,2008,3,4,3,3,3,3,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1751,1040,0,0,NA,3,1Fam,TA,Av,0.0,0.0,Gd,501.0,539.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0,TA,TA,CemntBd,CmentBd,MnPrv,NA,0,CBlock,1,748.0,2.0,TA,Unf,TA,Detchd,1977.0,1040,1,GasA,TA,2138,1,TA,Lvl,Gtl,8982,CulDSac,45.0,IR1,0,20,RL,0.0,None,NA,0,1,0,5,5,907200270,Y,0,NA,CompShg,Gable,134900,0,Pave,5,1040.0,AllPub,0,1977,1977,2007,3,4,3,3,3,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1752,884,0,0,NA,2,1Fam,TA,No,0.0,0.0,TA,884.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,136,TA,Gd,AsbShng,AsbShng,MnPrv,NA,0,BrkTil,1,240.0,1.0,TA,Unf,TA,Detchd,1939.0,884,0,GasA,Ex,2013,1,TA,Lvl,Gtl,6120,Inside,51.0,Reg,0,45,RM,0.0,None,NA,0,7,0,7,5,903231050,Y,0,NA,CompShg,Gable,113000,0,Pave,5,884.0,AllPub,0,1939,1950,2007,3,3,3,3,3,4,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1753,1097,0,0,NA,3,1Fam,TA,No,1.0,0.0,Gd,548.0,549.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,GdPrv,NA,0,PConc,1,242.0,1.0,TA,Unf,TA,Attchd,1996.0,1097,1,GasA,Ex,2126,1,TA,Low,Mod,16561,Inside,70.0,IR2,0,20,RL,0.0,None,NA,0,7,0,5,5,907135080,Y,0,NA,CompShg,Gable,147900,0,Pave,6,1097.0,AllPub,306,1996,1996,2007,3,4,3,3,3,3,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1754,864,0,0,NA,2,1Fam,TA,No,0.0,0.0,Fa,864.0,0.0,0.0,Unf,Unf,Y,Feedr,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,NA,NA,0,PConc,1,0.0,0.0,NA,NA,NA,NA,1978.6775193798449,864,0,GasA,Ex,898,1,TA,Lvl,Gtl,4060,Corner,56.0,Reg,0,30,RL,0.0,None,NA,0,7,96,8,5,908229020,Y,0,NA,CompShg,Gable,99900,0,Pave,4,864.0,AllPub,0,1922,1950,2009,3,2,0,0,3,3,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1755,855,601,0,NA,4,TwnhsE,TA,No,0.0,0.0,Gd,275.0,286.0,294.0,ALQ,LwQ,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Brk Cmn,NA,NA,0,CBlock,2,460.0,2.0,TA,RFn,TA,Attchd,1975.0,1456,1,GasA,Gd,1048,1,TA,Lvl,Gtl,2308,FR2,24.0,Reg,0,160,RL,0.0,None,NA,0,5,0,6,6,527453160,Y,0,NA,CompShg,Gable,143000,0,Pave,7,855.0,AllPub,0,1975,1975,2008,3,4,3,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1756,816,0,0,NA,3,1Fam,TA,No,0.0,0.0,TA,816.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,MnPrv,Gd,1,PConc,1,528.0,2.0,TA,Unf,TA,Detchd,1985.0,1176,0,GasA,TA,2676,1,TA,Lvl,Gtl,6240,Inside,52.0,Reg,360,50,RM,0.0,None,Shed,400,9,0,6,6,903231070,Y,0,NA,CompShg,Gable,114500,0,Pave,6,816.0,AllPub,112,1934,1950,2006,3,3,3,3,3,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1757,941,0,0,NA,3,1Fam,TA,Mn,0.0,0.0,TA,253.0,659.0,0.0,Rec,Unf,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,NA,Po,1,CBlock,1,288.0,1.0,TA,Unf,TA,Attchd,1967.0,941,0,GasA,TA,2498,1,TA,Lvl,Gtl,8789,Inside,68.87899941826643,IR1,0,20,RL,0.0,None,NA,0,6,0,6,5,532378220,Y,0,NA,CompShg,Gable,129200,0,Pave,6,912.0,AllPub,64,1967,1967,2006,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1758,1652,0,153,NA,2,TwnhsE,TA,Gd,1.0,1.0,Ex,120.0,1480.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0,TA,Ex,CemntBd,CmentBd,NA,Gd,1,PConc,2,482.0,2.0,TA,Fin,TA,Attchd,2008.0,1652,0,GasA,Ex,1560,1,Gd,HLS,Mod,5587,Inside,64.0,IR1,0,120,RM,186.0,Stone,NA,0,11,53,5,8,911370410,Y,0,NA,CompShg,Hip,392500,0,Pave,5,1600.0,AllPub,162,2008,2008,2008,3,5,3,3,3,5,5,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1759,1188,1152,0,NA,4,1Fam,Gd,No,0.0,0.0,TA,877.0,275.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0,Gd,Ex,CemntBd,CmentBd,GdPrv,Gd,2,Stone,2,252.0,1.0,TA,RFn,TA,Attchd,1941.0,2340,0,GasA,Ex,296,1,Gd,Lvl,Gtl,9042,Inside,66.0,Reg,0,70,RL,0.0,None,Shed,2500,5,60,9,7,909427230,Y,0,NA,CompShg,Gable,266500,0,Pave,9,1152.0,AllPub,0,1941,2006,2010,4,3,3,3,4,5,5,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1760,751,631,0,NA,3,1Fam,TA,No,0.0,0.0,Gd,195.0,189.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NA,TA,1,PConc,2,396.0,2.0,TA,Fin,TA,BuiltIn,1998.0,1382,1,GasA,Gd,354,1,TA,Lvl,Gtl,8923,Inside,57.0,IR1,0,80,RL,0.0,None,NA,0,2,0,5,7,527161040,Y,0,NA,CompShg,Gable,177500,0,Pave,7,384.0,AllPub,256,1998,1998,2009,3,4,3,3,3,4,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1761,1008,0,0,NA,3,1Fam,TA,No,0.0,0.0,TA,476.0,532.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,MnPrv,NA,0,CBlock,1,384.0,1.0,TA,Unf,TA,Attchd,1968.0,1008,0,GasA,Gd,970,1,Gd,Lvl,Gtl,12518,Inside,75.0,IR1,0,20,RL,182.0,BrkFace,NA,0,4,0,7,5,923201100,Y,0,NA,CompShg,Gable,139500,0,Pave,6,1008.0,AllPub,144,1968,1968,2009,3,3,3,3,3,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1762,608,788,0,NA,3,1Fam,TA,No,0.0,0.0,Gd,608.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,440.0,2.0,TA,Fin,TA,BuiltIn,2007.0,1396,1,GasA,Ex,884,1,Gd,Lvl,Gtl,11069,Corner,85.0,Reg,0,60,RL,0.0,None,NA,0,7,36,5,6,907420040,Y,0,NA,CompShg,Gable,170000,0,Pave,6,608.0,AllPub,100,2007,2007,2009,3,4,3,3,3,4,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1763,845,1309,0,NA,5,1Fam,TA,No,0.0,0.0,TA,431.0,414.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0,Gd,TA,MetalSd,MetalSd,MnPrv,Gd,1,CBlock,2,539.0,2.0,TA,RFn,TA,Attchd,1964.0,2154,1,GasA,Ex,1894,1,TA,Lvl,Gtl,8800,Inside,80.0,Reg,0,60,RL,306.0,BrkFace,NA,0,7,0,7,6,534403290,Y,0,NA,CompShg,Gable,224500,161,Pave,8,845.0,AllPub,0,1964,1997,2007,3,3,3,3,4,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1764,1105,1295,0,NA,4,1Fam,TA,No,0.0,0.0,Gd,1082.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,3,730.0,3.0,TA,Fin,TA,BuiltIn,2003.0,2400,1,GasA,Ex,450,1,Gd,Lvl,Gtl,13262,Inside,96.0,IR1,0,60,RL,186.0,Stone,NA,0,6,40,5,8,528168030,Y,0,NA,CompShg,Gable,290000,0,Pave,10,1082.0,AllPub,114,2003,2004,2009,3,4,3,3,3,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1765,1226,592,0,NA,4,1Fam,TA,No,0.0,0.0,TA,816.0,224.0,0.0,LwQ,Unf,Y,Norm,Norm,FuseF,0,Fa,TA,Stucco,Stucco,NA,TA,2,PConc,1,240.0,1.0,TA,Unf,TA,Detchd,1951.0,1818,1,GasA,Ex,2031,1,TA,Lvl,Gtl,7758,Corner,68.87899941826643,Reg,0,50,RM,600.0,BrkFace,NA,0,6,0,4,7,903450060,Y,0,NA,CompShg,Gable,169500,184,Pave,7,1040.0,AllPub,0,1931,1950,2007,3,3,3,3,2,3,5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1766,1710,0,0,NA,3,1Fam,TA,Mn,0.0,0.0,Ex,1710.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,550.0,2.0,TA,Fin,TA,Attchd,2004.0,1710,0,GasA,Ex,949,1,Gd,Lvl,Gtl,12118,CulDSac,43.0,IR1,0,20,RL,108.0,Stone,NA,0,4,48,5,7,914465055,Y,0,NA,CompShg,Hip,240000,180,Pave,7,1710.0,AllPub,100,2004,2005,2009,3,5,3,3,3,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1767,1150,0,0,NA,2,1Fam,TA,No,1.0,0.0,TA,710.0,368.0,0.0,BLQ,Unf,Y,Norm,Norm,SBrkr,0,Gd,TA,HdBoard,HdBoard,MnPrv,NA,0,CBlock,1,288.0,1.0,TA,Fin,TA,Attchd,1955.0,1150,0,GasA,Ex,1907,1,TA,Lvl,Gtl,9600,Inside,80.0,Reg,0,20,RL,176.0,BrkFace,NA,0,10,0,6,5,534476080,Y,0,NA,CompShg,Hip,144000,175,Pave,6,1078.0,AllPub,0,1955,1955,2007,3,3,3,3,4,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
